CUST_NO.  XCOORD.   YCOORD.    DEMAND   READYTIME  DUEDATE   SERVICETIME
   57      40         15         40         35        395         90   
   58      38          5         30        323        683         90   
   59      38         15         10        516        876         90   
   60      35          5         20        416        776         90   
   61      50         30         10        391        751         90   
   62      50         35         20        110        470         90   
   63      50         40         50         15        375         90   
   64      48         30         10        483        843         90   
   65      48         40         10         12        372         90   
   66      47         35         10        671       1031         90   
   67      47         40         10         12        372         90   
   68      45         30         10        576        936         90   
   69      45         35         10        763       1123         90   
   70      95         30         30        242        602         90   
   71      95         35         20        147        507         90   
   72      53         30         10        298        658         90   
   73      92         30         10        335        695         90   
   74      53         35         50        203        563         90   
   75      45         65         20        770       1130         90   
   76      90         35         10         52        412         90   
   77      88         30         10        429        789         90   
   78      88         35         20         50        410         90   
   79      87         30         10        520        880         90   
   80      85         25         10        615        975         90   
   81      85         35         30         47        407         90   
   82      75         55         20        215        575         90   
   83      72         55         10        122        482         90   
   84      70         58         20        311        671         90   
   85      68         60         30        404        764         90   
   86      66         55         10         26        386         90   
   87      65         55         20         25        385         90   
   88      65         60         30        497        857         90   
   89      63         58         10        590        950         90   
   90      60         55         10         20        380         90   
   91      60         60         10        683       1043         90   
   92      67         85         20        225        585         90   
   93      65         85         40        317        677         90   
   94      65         82         10        131        491         90   
   95      62         80         30         38        398         90   
   96      60         80         10         36        396         90   
   97      60         85         30        412        772         90   
   98      58         75         20         30        390         90   
   99      55         80         10        602        962         90   
  100      55         85         20        507        867         90             
    1      52         75         10        311        471         90   
    2      45         70         30        213        373         90   
    3      62         69         10       1167       1327         90   
    4      60         66         10       1261       1421         90   
    5      42         65         10         25        185         90   
    6      16         42         20        497        657         90   
    7      58         70         20       1073       1233         90   
    8      34         60         20       2887       3047         90   
    9      28         70         10       2601       2761         90   
   10      35         66         10       2791       2951         90   
   11      35         69         10       2698       2858         90   
   12      25         85         20       2119       2279         90   
   13      22         75         30       2405       2565         90   
   14      22         85         10       2026       2186         90   
   15      20         80         40       2216       2376         90   
   16      20         85         40       1934       2094         90   
   17      18         75         20       2311       2471         90   
   18      15         75         20       1742       1902         90   
   19      15         80         10       1837       1997         90   
   20      30         50         10         10        170         90   
   21      30         56         20       2983       3143         90   
   22      28         52         20         22        182         90   
   23      14         66         10       1643       1803         90   
   24      25         50         10        116        276         90   
   25      22         66         40       2504       2664         90   
   26       8         62         10       1545       1705         90   
   27      23         52         10        209        369         90   
   28       4         55         20       1447       1607         90   
   29      20         50         10        398        558         90   
   30      20         55         10        303        463         90   
   31      10         35         20        781        941         90   
   32      10         40         30        593        753         90   
   33       8         40         40        685        845         90   
   34       8         45         20       1346       1506         90   
   35       5         35         10        876       1036         90   
   36       5         45         10       1253       1413         90   
   37       2         40         20        971       1131         90   
   38       0         40         30       1063       1223         90   
   39       0         45         20       1158       1318         90   
   40      36         18         10       1819       1979         90   
   41      35         32         10       2758       2918         90   
   42      33         32         20       2666       2826         90   
   43      33         35         10       2573       2733         90   
   44      32         20         10       1913       2073         90   
   45      30         30         10       2105       2265         90   
   46      34         25         30       2009       2169         90   
   47      30         35         10       2480       2640         90   
   48      36         40         10       2856       3016         90   
   49      48         20         10        967       1127         90   
   50      26         32         10       2292       2452         90   
   51      25         30         10       2200       2360         90   
   52      25         35         10       2385       2545         90   
   53      44          5         20       1256       1416         90   
   54      42         10         40       1160       1320         90   
   55      42         15         10       1065       1225         90   
   56      40          5         30       1350       1510         90   
   57      38         15         40       1725       1885         90   
   58      38          5         30       1442       1602         90   
   59      38         10         10       1630       1790         90   
   60      35          5         20       1535       1695         90   
   61      50         30         10        401        561         90   
   62      50         35         20        120        280         90   
   63      50         40         50         25        185         90   
   64      48         30         10        493        653         90   
   65      44         25         10        871       1031         90   
   66      47         35         10        588        748         90   
   67      47         40         10         12        172         90   
   68      42         30         10        776        936         90   
   69      45         35         10        680        840         90   
   70      95         30         30       2321       2481         90   
   71      95         35         20       2226       2386         90   
   72      53         30         10        308        468         90   
   73      92         30         10       2414       2574         90   
   74      53         35         50        213        373         90   
   75      45         65         20        118        278         90   
   76      90         35         10       2131       2291         90   
   77      72         45         10       2900       3060         90   
   78      78         40         20       2802       2962         90   
   79      87         30         10       2608       2768         90   
   80      85         25         10       2513       2673         90   
   81      85         35         30       2703       2863         90   
   82      75         55         20       1925       2085         90   
   83      72         55         10       1832       1992         90   
   84      70         58         20       1641       1801         90   
   85      86         46         30       2029       2189         90   
   86      66         55         10       1736       1896         90   
   87      64         46         20       3097       3257         90   
   88      65         60         30       1546       1706         90   
   89      56         64         10       1355       1515         90   
   90      60         55         10       3119       3279         90   
   91      60         60         10       1451       1611         90   
   92      67         85         20        694        854         90   
   93      42         58         40          8        168         90   
   94      65         82         10        788        948         90   
   95      62         80         30        881       1041         90   
   96      62         40         10       3001       3161         90   
   97      60         85         30        597        757         90   
   98      58         75         20        978       1138         90   
   99      55         80         10        407        567         90   
  100      55         85         20        502        662         90
    1      52         75         10          0       3272         90   
    2      45         70         30          0       3279         90   
    3      62         69         10          0       3270         90   
    4      60         66         10       1261       1421         90   
    5      42         65         10          0       3284         90   
    6      16         42         20        497        657         90   
    7      58         70         20          0       3273         90   
    8      34         60         20       2887       3047         90   
    9      28         70         10       2601       2761         90   
   10      35         66         10       2791       2951         90   
   11      35         69         10       2698       2858         90   
   12      25         85         20          0       3261         90   
   13      22         75         30       2405       2565         90   
   14      22         85         10       2026       2186         90   
   15      20         80         40       2216       2376         90   
   16      20         85         40       1934       2094         90   
   17      18         75         20       2311       2471         90   
   18      15         75         20       1742       1902         90   
   19      15         80         10       1837       1997         90   
   20      30         50         10         10        170         90   
   21      30         56         20          0       3288         90   
   22      28         52         20         22        182         90   
   23      14         66         10       1643       1803         90   
   24      25         50         10        116        276         90   
   25      22         66         40       2504       2664         90   
   26       8         62         10          0       3265         90   
   27      23         52         10        209        369         90   
   28       4         55         20       1447       1607         90   
   29      20         50         10        398        558         90   
   30      20         55         10        303        463         90   
   31      10         35         20          0       3266         90   
   32      10         40         30        593        753         90   
   33       8         40         40        685        845         90   
   34       8         45         20          0       3267         90   
   35       5         35         10        876       1036         90   
   36       5         45         10       1253       1413         90   
   37       2         40         20          0       3260         90   
   38       0         40         30       1063       1223         90   
   39       0         45         20       1158       1318         90   
   40      36         18         10       1819       1979         90   
   41      35         32         10       2758       2918         90   
   42      33         32         20       2666       2826         90   
   43      33         35         10       2573       2733         90   
   44      32         20         10       1913       2073         90   
   45      30         30         10       2105       2265         90   
   46      34         25         30       2009       2169         90   
   47      30         35         10       2480       2640         90   
   48      36         40         10          0       3289         90   
   49      48         20         10        967       1127         90   
   50      26         32         10          0       3277         90   
   51      25         30         10       2200       2360         90   
   52      25         35         10          0       3278         90   
   53      44          5         20       1256       1416         90   
   54      42         10         40       1160       1320         90   
   55      42         15         10       1065       1225         90   
   56      40          5         30       1350       1510         90   
   57      38         15         40       1725       1885         90   
   58      38          5         30       1442       1602         90   
   59      38         10         10          0       3259         90   
   60      35          5         20       1535       1695         90   
   61      50         30         10        401        561         90   
   62      50         35         20        120        280         90   
   63      50         40         50         25        185         90   
   64      48         30         10        493        653         90   
   65      44         25         10        871       1031         90   
   66      47         35         10        588        748         90   
   67      47         40         10         12        172         90   
   68      42         30         10        776        936         90   
   69      45         35         10        680        840         90   
   70      95         30         30       2321       2481         90   
   71      95         35         20       2226       2386         90   
   72      53         30         10          0       3276         90   
   73      92         30         10       2414       2574         90   
   74      53         35         50        213        373         90   
   75      45         65         20          0       3284         90   
   76      90         35         10       2131       2291         90   
   77      72         45         10       2900       3060         90   
   78      78         40         20       2802       2962         90   
   79      87         30         10       2608       2768         90   
   80      85         25         10       2513       2673         90   
   81      85         35         30       2703       2863         90   
   82      75         55         20          0       3264         90   
   83      72         55         10          0       3267         90   
   84      70         58         20       1641       1801         90   
   85      86         46         30          0       3253         90   
   86      66         55         10       1736       1896         90   
   87      64         46         20       3097       3257         90   
   88      65         60         30       1546       1706         90   
   89      56         64         10       1355       1515         90   
   90      60         55         10       3119       3279         90   
   91      60         60         10          0       3277         90   
   92      67         85         20        694        854         90   
   93      42         58         40          8        168         90   
   94      65         82         10          0       3259         90   
   95      62         80         30          0       3262         90   
   96      62         40         10          0       3275         90   
   97      60         85         30        597        757         90   
   98      58         75         20          0       3269         90   
   99      55         80         10        407        567         90   
  100      55         85         20        502        662         90
    1      52         75         10          0       3272         90   
    2      45         70         30          0       3279         90   
    3      62         69         10          0       3270         90   
    4      60         66         10       1261       1421         90   
    5      42         65         10          0       3284         90   
    6      16         42         20        497        657         90   
    7      58         70         20          0       3273         90   
    8      34         60         20       2887       3047         90   
    9      28         70         10       2601       2761         90   
   10      35         66         10       2791       2951         90   
   11      35         69         10       2698       2858         90   
   12      25         85         20          0       3261         90   
   13      22         75         30       2405       2565         90   
   14      22         85         10          0       3260         90   
   15      20         80         40       2216       2376         90   
   16      20         85         40          0       3259         90   
   17      18         75         20       2311       2471         90   
   18      15         75         20          0       3264         90   
   19      15         80         10          0       3260         90   
   20      30         50         10          0       3290         90   
   21      30         56         20          0       3288         90   
   22      28         52         20         22        182         90   
   23      14         66         10       1643       1803         90   
   24      25         50         10          0       3285         90   
   25      22         66         40       2504       2664         90   
   26       8         62         10          0       3265         90   
   27      23         52         10        209        369         90   
   28       4         55         20          0       3263         90   
   29      20         50         10          0       3280         90   
   30      20         55         10        303        463         90   
   31      10         35         20          0       3266         90   
   32      10         40         30          0       3268         90   
   33       8         40         40        685        845         90   
   34       8         45         20          0       3267         90   
   35       5         35         10        876       1036         90   
   36       5         45         10       1253       1413         90   
   37       2         40         20          0       3260         90   
   38       0         40         30       1063       1223         90   
   39       0         45         20       1158       1318         90   
   40      36         18         10       1819       1979         90   
   41      35         32         10       2758       2918         90   
   42      33         32         20       2666       2826         90   
   43      33         35         10          0       3283         90   
   44      32         20         10       1913       2073         90   
   45      30         30         10       2105       2265         90   
   46      34         25         30          0       3274         90   
   47      30         35         10          0       3281         90   
   48      36         40         10          0       3289         90   
   49      48         20         10        967       1127         90   
   50      26         32         10          0       3277         90   
   51      25         30         10          0       3275         90   
   52      25         35         10          0       3278         90   
   53      44          5         20       1256       1416         90   
   54      42         10         40          0       3259         90   
   55      42         15         10       1065       1225         90   
   56      40          5         30       1350       1510         90   
   57      38         15         40          0       3264         90   
   58      38          5         30       1442       1602         90   
   59      38         10         10          0       3259         90   
   60      35          5         20          0       3254         90   
   61      50         30         10          0       3277         90   
   62      50         35         20        120        280         90   
   63      50         40         50          0       3285         90   
   64      48         30         10        493        653         90   
   65      44         25         10        871       1031         90   
   66      47         35         10        588        748         90   
   67      47         40         10         12        172         90   
   68      42         30         10        776        936         90   
   69      45         35         10        680        840         90   
   70      95         30         30       2321       2481         90   
   71      95         35         20          0       3242         90   
   72      53         30         10          0       3276         90   
   73      92         30         10          0       3244         90   
   74      53         35         50        213        373         90   
   75      45         65         20          0       3284         90   
   76      90         35         10       2131       2291         90   
   77      72         45         10       2900       3060         90   
   78      78         40         20       2802       2962         90   
   79      87         30         10       2608       2768         90   
   80      85         25         10       2513       2673         90   
   81      85         35         30          0       3252         90   
   82      75         55         20          0       3264         90   
   83      72         55         10          0       3267         90   
   84      70         58         20       1641       1801         90   
   85      86         46         30          0       3253         90   
   86      66         55         10          0       3273         90   
   87      64         46         20       3097       3257         90   
   88      65         60         30       1546       1706         90   
   89      56         64         10          0       3278         90   
   90      60         55         10          0       3279         90   
   91      60         60         10          0       3277         90   
   92      67         85         20        694        854         90   
   93      42         58         40          8        168         90   
   94      65         82         10          0       3259         90   
   95      62         80         30          0       3262         90   
   96      62         40         10          0       3275         90   
   97      60         85         30          0       3259         90   
   98      58         75         20          0       3269         90   
   99      55         80         10        407        567         90   
  100      55         85         20        502        662         90 
    1      52         75         10          0       3272         90   
    2      45         70         30          0       3279         90   
    3      62         69         10          0       3270         90   
    4      60         66         10       1261       1421         90   
    5      42         65         10          0       3284         90   
    6      16         42         20          0       3274         90   
    7      58         70         20          0       3273         90   
    8      34         60         20       2887       3047         90   
    9      28         70         10       2601       2761         90   
   10      35         66         10          0       3283         90   
   11      35         69         10       2698       2858         90   
   12      25         85         20          0       3261         90   
   13      22         75         30       2405       2565         90   
   14      22         85         10          0       3260         90   
   15      20         80         40       2216       2376         90   
   16      20         85         40          0       3259         90   
   17      18         75         20          0       3266         90   
   18      15         75         20          0       3264         90   
   19      15         80         10          0       3260         90   
   20      30         50         10          0       3290         90   
   21      30         56         20          0       3288         90   
   22      28         52         20          0       3287         90   
   23      14         66         10       1643       1803         90   
   24      25         50         10          0       3285         90   
   25      22         66         40       2504       2664         90   
   26       8         62         10          0       3265         90   
   27      23         52         10          0       3282         90   
   28       4         55         20          0       3263         90   
   29      20         50         10          0       3280         90   
   30      20         55         10          0       3279         90   
   31      10         35         20          0       3266         90   
   32      10         40         30          0       3268         90   
   33       8         40         40          0       3266         90   
   34       8         45         20          0       3267         90   
   35       5         35         10          0       3261         90   
   36       5         45         10          0       3264         90   
   37       2         40         20          0       3260         90   
   38       0         40         30       1063       1223         90   
   39       0         45         20          0       3259         90   
   40      36         18         10          0       3267         90   
   41      35         32         10          0       3281         90   
   42      33         32         20          0       3280         90   
   43      33         35         10          0       3283         90   
   44      32         20         10       1913       2073         90   
   45      30         30         10          0       3277         90   
   46      34         25         30          0       3274         90   
   47      30         35         10          0       3281         90   
   48      36         40         10          0       3289         90   
   49      48         20         10          0       3268         90   
   50      26         32         10          0       3277         90   
   51      25         30         10          0       3275         90   
   52      25         35         10          0       3278         90   
   53      44          5         20       1256       1416         90   
   54      42         10         40          0       3259         90   
   55      42         15         10       1065       1225         90   
   56      40          5         30          0       3255         90   
   57      38         15         40          0       3264         90   
   58      38          5         30       1442       1602         90   
   59      38         10         10          0       3259         90   
   60      35          5         20          0       3254         90   
   61      50         30         10          0       3277         90   
   62      50         35         20        120        280         90   
   63      50         40         50          0       3285         90   
   64      48         30         10          0       3278         90   
   65      44         25         10          0       3274         90   
   66      47         35         10          0       3283         90   
   67      47         40         10         12        172         90   
   68      42         30         10          0       3279         90   
   69      45         35         10        680        840         90   
   70      95         30         30          0       3241         90   
   71      95         35         20          0       3242         90   
   72      53         30         10          0       3276         90   
   73      92         30         10          0       3244         90   
   74      53         35         50        213        373         90   
   75      45         65         20          0       3284         90   
   76      90         35         10       2131       2291         90   
   77      72         45         10       2900       3060         90   
   78      78         40         20          0       3260         90   
   79      87         30         10       2608       2768         90   
   80      85         25         10          0       3248         90   
   81      85         35         30          0       3252         90   
   82      75         55         20          0       3264         90   
   83      72         55         10          0       3267         90   
   84      70         58         20       1641       1801         90   
   85      86         46         30          0       3253         90   
   86      66         55         10          0       3273         90   
   87      64         46         20       3097       3257         90   
   88      65         60         30          0       3273         90   
   89      56         64         10          0       3278         90   
   90      60         55         10          0       3279         90   
   91      60         60         10          0       3277         90   
   92      67         85         20        694        854         90   
   93      42         58         40          0       3291         90   
   94      65         82         10          0       3259         90   
   95      62         80         30          0       3262         90   
   96      62         40         10          0       3275         90   
   97      60         85         30          0       3259         90   
   98      58         75         20          0       3269         90   
   99      55         80         10        407        567         90   
  100      55         85         20        502        662         90           
    1      52         75         10        231        551         90   
    2      45         70         30        133        453         90   
    3      62         69         10       1087       1407         90   
    4      60         66         10       1181       1501         90   
    5      42         65         10         15        335         90   
    6      16         42         20        417        737         90   
    7      58         70         20        993       1313         90   
    8      34         60         20       2807       3127         90   
    9      28         70         10       2521       2841         90   
   10      35         66         10       2711       3031         90   
   11      35         69         10       2618       2938         90   
   12      25         85         20       2039       2359         90   
   13      22         75         30       2325       2645         90   
   14      22         85         10       1946       2266         90   
   15      20         80         40       2136       2456         90   
   16      20         85         40       1854       2174         90   
   17      18         75         20       2231       2551         90   
   18      15         75         20       1662       1982         90   
   19      15         80         10       1757       2077         90   
   20      30         50         10         10        330         90   
   21      30         56         20       2903       3223         90   
   22      28         52         20         12        332         90   
   23      14         66         10       1563       1883         90   
   24      25         50         10         36        356         90   
   25      22         66         40       2424       2744         90   
   26       8         62         10       1465       1785         90   
   27      23         52         10        129        449         90   
   28       4         55         20       1367       1687         90   
   29      20         50         10        318        638         90   
   30      20         55         10        223        543         90   
   31      10         35         20        701       1021         90   
   32      10         40         30        513        833         90   
   33       8         40         40        605        925         90   
   34       8         45         20       1266       1586         90   
   35       5         35         10        796       1116         90   
   36       5         45         10       1173       1493         90   
   37       2         40         20        891       1211         90   
   38       0         40         30        983       1303         90   
   39       0         45         20       1078       1398         90   
   40      36         18         10       1739       2059         90   
   41      35         32         10       2678       2998         90   
   42      33         32         20       2586       2906         90   
   43      33         35         10       2493       2813         90   
   44      32         20         10       1833       2153         90   
   45      30         30         10       2025       2345         90   
   46      34         25         30       1929       2249         90   
   47      30         35         10       2400       2720         90   
   48      36         40         10       2776       3096         90   
   49      48         20         10        887       1207         90   
   50      26         32         10       2212       2532         90   
   51      25         30         10       2120       2440         90   
   52      25         35         10       2305       2625         90   
   53      44          5         20       1176       1496         90   
   54      42         10         40       1080       1400         90   
   55      42         15         10        985       1305         90   
   56      40          5         30       1270       1590         90   
   57      38         15         40       1645       1965         90   
   58      38          5         30       1362       1682         90   
   59      38         10         10       1550       1870         90   
   60      35          5         20       1455       1775         90   
   61      50         30         10        321        641         90   
   62      50         35         20         40        360         90   
   63      50         40         50         14        334         90   
   64      48         30         10        413        733         90   
   65      44         25         10        791       1111         90   
   66      47         35         10        508        828         90   
   67      47         40         10         12        332         90   
   68      42         30         10        696       1016         90   
   69      45         35         10        600        920         90   
   70      95         30         30       2241       2561         90   
   71      95         35         20       2146       2466         90   
   72      53         30         10        228        548         90   
   73      92         30         10       2334       2654         90   
   74      53         35         50        133        453         90   
   75      45         65         20         38        358         90   
   76      90         35         10       2051       2371         90   
   77      72         45         10       2820       3140         90   
   78      78         40         20       2722       3042         90   
   79      87         30         10       2528       2848         90   
   80      85         25         10       2433       2753         90   
   81      85         35         30       2623       2943         90   
   82      75         55         20       1845       2165         90   
   83      72         55         10       1752       2072         90   
   84      70         58         20       1561       1881         90   
   85      86         46         30       1949       2269         90   
   86      66         55         10       1656       1976         90   
   87      64         46         20       2955       3275         90   
   88      65         60         30       1466       1786         90   
   89      56         64         10       1275       1595         90   
   90      60         55         10       2959       3279         90   
   91      60         60         10       1371       1691         90   
   92      67         85         20        614        934         90   
   93      42         58         40          8        328         90   
   94      65         82         10        708       1028         90   
   95      62         80         30        801       1121         90   
   96      62         40         10       2921       3241         90   
   97      60         85         30        517        837         90   
   98      58         75         20        898       1218         90   
   99      55         80         10        327        647         90   
  100      55         85         20        422        742         90
    1      52         75         10        213        568         90   
    2      45         70         30         22        563         90   
    3      62         69         10       1030       1463         90   
    4      60         66         10       1154       1527         90   
    5      42         65         10         15        402         90   
    6      16         42         20        331        822         90   
    7      58         70         20        965       1340         90   
    8      34         60         20       2653       3280         90   
    9      28         70         10       2385       2976         90   
   10      35         66         10       2628       3113         90   
   11      35         69         10       2603       2952         90   
   12      25         85         20       1985       2412         90   
   13      22         75         30       2310       2659         90   
   14      22         85         10       1846       2365         90   
   15      20         80         40       2077       2514         90   
   16      20         85         40       1763       2264         90   
   17      18         75         20       2143       2638         90   
   18      15         75         20       1560       2083         90   
   19      15         80         10       1689       2144         90   
   20      30         50         10         10        645         90   
   21      30         56         20       2675       3288         90   
   22      28         52         20         12        505         90   
   23      14         66         10       1519       1926         90   
   24      25         50         10         23        368         90   
   25      22         66         40       2380       2787         90   
   26       8         62         10       1330       1919         90   
   27      23         52         10         93        484         90   
   28       4         55         20       1268       1785         90   
   29      20         50         10        168        787         90   
   30      20         55         10        170        595         90   
   31      10         35         20        585       1136         90   
   32      10         40         30        448        897         90   
   33       8         40         40        499       1030         90   
   34       8         45         20       1190       1661         90   
   35       5         35         10        666       1245         90   
   36       5         45         10       1076       1589         90   
   37       2         40         20        772       1329         90   
   38       0         40         30        890       1395         90   
   39       0         45         20       1036       1439         90   
   40      36         18         10       1612       2185         90   
   41      35         32         10       2599       3076         90   
   42      33         32         20       2529       2962         90   
   43      33         35         10       2463       2842         90   
   44      32         20         10       1745       2240         90   
   45      30         30         10       1932       2437         90   
   46      34         25         30       1884       2293         90   
   47      30         35         10       2348       2771         90   
   48      36         40         10       2715       3156         90   
   49      48         20         10        812       1281         90   
   50      26         32         10       2018       2725         90   
   51      25         30         10       2015       2544         90   
   52      25         35         10       2201       2728         90   
   53      44          5         20       1078       1593         90   
   54      42         10         40        998       1481         90   
   55      42         15         10        897       1392         90   
   56      40          5         30       1199       1660         90   
   57      38         15         40       1552       2057         90   
   58      38          5         30       1263       1780         90   
   59      38         10         10       1498       1921         90   
   60      35          5         20       1325       1904         90   
   61      50         30         10        223        738         90   
   62      50         35         20         18        474         90   
   63      50         40         50         14        360         90   
   64      48         30         10        246        899         90   
   65      44         25         10        704       1197         90   
   66      47         35         10        393        942         90   
   67      47         40         10         12        424         90   
   68      42         30         10        641       1070         90   
   69      45         35         10        534        985         90   
   70      95         30         30       2119       2682         90   
   71      95         35         20       2079       2532         90   
   72      53         30         10        131        644         90   
   73      92         30         10       2169       2818         90   
   74      53         35         50         87        498         90   
   75      45         65         20         15        607         90   
   76      90         35         10       2002       2419         90   
   77      72         45         10       2701       3258         90   
   78      78         40         20       2599       3164         90   
   79      87         30         10       2505       2870         90   
   80      85         25         10       2369       2816         90   
   81      85         35         30       2563       3002         90   
   82      75         55         20       1783       2226         90   
   83      72         55         10       1591       2232         90   
   84      70         58         20       1513       1928         90   
   85      86         46         30       1829       2388         90   
   86      66         55         10       1604       2027         90   
   87      64         46         20       2976       3275         90   
   88      65         60         30       1338       1913         90   
   89      56         64         10       1116       1753         90   
   90      60         55         10       2789       3279         90   
   91      60         60         10       1349       1712         90   
   92      67         85         20        518       1029         90   
   93      42         58         40          8        509         90   
   94      65         82         10        549       1186         90   
   95      62         80         30        744       1177         90   
   96      62         40         10       2713       3275         90   
   97      60         85         30        397        956         90   
   98      58         75         20        839       1276         90   
   99      55         80         10        272        701         90   
  100      55         85         20        373        790         90      
