CUST_NO.,XCOORD.,YCOORD.,DEMAND,READYTIME,DUEDATE,SERVICETIME
972,53,30,10,308,468,90
973,92,30,10,2414,2574,90
974,53,35,50,213,373,90
975,45,65,20,118,278,90
976,90,35,10,2131,2291,90
977,72,45,10,2900,3060,90
978,78,40,20,2802,2962,90
979,87,30,10,2608,2768,90
980,85,25,10,2513,2673,90
981,85,35,30,2703,2863,90
982,75,55,20,1925,2085,90
983,72,55,10,1832,1992,90
984,70,58,20,1641,1801,90
985,86,46,30,2029,2189,90
986,66,55,10,1736,1896,90
987,64,46,20,3097,3257,90
988,65,60,30,1546,1706,90
989,56,64,10,1355,1515,90
990,60,55,10,3119,3279,90
991,60,60,10,1451,1611,90
992,67,85,20,694,854,90
993,42,58,40,8,168,90
994,65,82,10,788,948,90
995,62,80,30,881,1041,90
996,62,40,10,3001,3161,90
997,60,85,30,597,757,90
998,58,75,20,978,1138,90
999,55,80,10,407,567,90
1000,55,85,20,502,662,90
1001,52,75,10,0,3272,90
1002,45,70,30,0,3279,90
1003,62,69,10,0,3270,90
1004,60,66,10,1261,1421,90
1005,42,65,10,0,3284,90
1006,16,42,20,497,657,90
1007,58,70,20,0,3273,90
1008,34,60,20,2887,3047,90
1009,28,70,10,2601,2761,90
1010,35,66,10,2791,2951,90
1011,35,69,10,2698,2858,90
1012,25,85,20,0,3261,90
1013,22,75,30,2405,2565,90
1014,22,85,10,2026,2186,90
1015,20,80,40,2216,2376,90
1016,20,85,40,1934,2094,90
1017,18,75,20,2311,2471,90
1018,15,75,20,1742,1902,90
1019,15,80,10,1837,1997,90
1020,30,50,10,10,170,90
1021,30,56,20,0,3288,90
1022,28,52,20,22,182,90
1023,14,66,10,1643,1803,90
1024,25,50,10,116,276,90
1025,22,66,40,2504,2664,90
1026,8,62,10,0,3265,90
1027,23,52,10,209,369,90
1028,4,55,20,1447,1607,90
1029,20,50,10,398,558,90
1030,20,55,10,303,463,90
1031,10,35,20,0,3266,90
1032,10,40,30,593,753,90
1033,8,40,40,685,845,90
1034,8,45,20,0,3267,90
1035,5,35,10,876,1036,90
1036,5,45,10,1253,1413,90
1037,2,40,20,0,3260,90
1038,0,40,30,1063,1223,90
1039,0,45,20,1158,1318,90
1040,36,18,10,1819,1979,90
1041,35,32,10,2758,2918,90
1042,33,32,20,2666,2826,90
1043,33,35,10,2573,2733,90
1044,32,20,10,1913,2073,90
1045,30,30,10,2105,2265,90
1046,34,25,30,2009,2169,90
1047,30,35,10,2480,2640,90
1048,36,40,10,0,3289,90
1049,48,20,10,967,1127,90
1050,26,32,10,0,3277,90
1051,25,30,10,2200,2360,90
1052,25,35,10,0,3278,90
1053,44,5,20,1256,1416,90
1054,42,10,40,1160,1320,90
1055,42,15,10,1065,1225,90
1056,40,5,30,1350,1510,90
1057,38,15,40,1725,1885,90
1058,38,5,30,1442,1602,90
1059,38,10,10,0,3259,90
1060,35,5,20,1535,1695,90
1061,50,30,10,401,561,90
1062,50,35,20,120,280,90
1063,50,40,50,25,185,90
1064,48,30,10,493,653,90
1065,44,25,10,871,1031,90
1066,47,35,10,588,748,90
1067,47,40,10,12,172,90
1068,42,30,10,776,936,90
1069,45,35,10,680,840,90
1070,95,30,30,2321,2481,90
1071,95,35,20,2226,2386,90
1072,53,30,10,0,3276,90
1073,92,30,10,2414,2574,90
1074,53,35,50,213,373,90
1075,45,65,20,0,3284,90
1076,90,35,10,2131,2291,90
1077,72,45,10,2900,3060,90
1078,78,40,20,2802,2962,90
1079,87,30,10,2608,2768,90
1080,85,25,10,2513,2673,90
1081,85,35,30,2703,2863,90
1082,75,55,20,0,3264,90
1083,72,55,10,0,3267,90
1084,70,58,20,1641,1801,90
1085,86,46,30,0,3253,90
1086,66,55,10,1736,1896,90
1087,64,46,20,3097,3257,90
1088,65,60,30,1546,1706,90
1089,56,64,10,1355,1515,90
1090,60,55,10,3119,3279,90
1091,60,60,10,0,3277,90
1092,67,85,20,694,854,90
1093,42,58,40,8,168,90
1094,65,82,10,0,3259,90
1095,62,80,30,0,3262,90
1096,62,40,10,0,3275,90
1097,60,85,30,597,757,90
1098,58,75,20,0,3269,90
1099,55,80,10,407,567,90
1100,55,85,20,502,662,90
1101,52,75,10,0,3272,90
1102,45,70,30,0,3279,90
1103,62,69,10,0,3270,90
1104,60,66,10,1261,1421,90
1105,42,65,10,0,3284,90
1106,16,42,20,497,657,90
1107,58,70,20,0,3273,90
1108,34,60,20,2887,3047,90
1109,28,70,10,2601,2761,90
1110,35,66,10,2791,2951,90
1111,35,69,10,2698,2858,90
1112,25,85,20,0,3261,90
1113,22,75,30,2405,2565,90
1114,22,85,10,0,3260,90
1115,20,80,40,2216,2376,90
1116,20,85,40,0,3259,90
1117,18,75,20,2311,2471,90
1118,15,75,20,0,3264,90
1119,15,80,10,0,3260,90
1120,30,50,10,0,3290,90
1121,30,56,20,0,3288,90
1122,28,52,20,22,182,90
1123,14,66,10,1643,1803,90
1124,25,50,10,0,3285,90
1125,22,66,40,2504,2664,90
1126,8,62,10,0,3265,90
1127,23,52,10,209,369,90
1128,4,55,20,0,3263,90
1129,20,50,10,0,3280,90
1130,20,55,10,303,463,90
1131,10,35,20,0,3266,90
1132,10,40,30,0,3268,90
1133,8,40,40,685,845,90
1134,8,45,20,0,3267,90
1135,5,35,10,876,1036,90
1136,5,45,10,1253,1413,90
1137,2,40,20,0,3260,90
1138,0,40,30,1063,1223,90
1139,0,45,20,1158,1318,90
1140,36,18,10,1819,1979,90
1141,35,32,10,2758,2918,90
1142,33,32,20,2666,2826,90
1143,33,35,10,0,3283,90
1144,32,20,10,1913,2073,90
1145,30,30,10,2105,2265,90
1146,34,25,30,0,3274,90
1147,30,35,10,0,3281,90
1148,36,40,10,0,3289,90
1149,48,20,10,967,1127,90
1150,26,32,10,0,3277,90
1151,25,30,10,0,3275,90
1152,25,35,10,0,3278,90
1153,44,5,20,1256,1416,90
1154,42,10,40,0,3259,90
1155,42,15,10,1065,1225,90
1156,40,5,30,1350,1510,90
1157,38,15,40,0,3264,90
1158,38,5,30,1442,1602,90
1159,38,10,10,0,3259,90
1160,35,5,20,0,3254,90
1161,50,30,10,0,3277,90
1162,50,35,20,120,280,90
1163,50,40,50,0,3285,90
1164,48,30,10,493,653,90
1165,44,25,10,871,1031,90
1166,47,35,10,588,748,90
1167,47,40,10,12,172,90
1168,42,30,10,776,936,90
1169,45,35,10,680,840,90
1170,95,30,30,2321,2481,90
1171,95,35,20,0,3242,90
1172,53,30,10,0,3276,90
1173,92,30,10,0,3244,90
1174,53,35,50,213,373,90
1175,45,65,20,0,3284,90
1176,90,35,10,2131,2291,90
1177,72,45,10,2900,3060,90
1178,78,40,20,2802,2962,90
1179,87,30,10,2608,2768,90
1180,85,25,10,2513,2673,90
1181,85,35,30,0,3252,90
1182,75,55,20,0,3264,90
1183,72,55,10,0,3267,90
1184,70,58,20,1641,1801,90
1185,86,46,30,0,3253,90
1186,66,55,10,0,3273,90
1187,64,46,20,3097,3257,90
1188,65,60,30,1546,1706,90
1189,56,64,10,0,3278,90
1190,60,55,10,0,3279,90
1191,60,60,10,0,3277,90
1192,67,85,20,694,854,90
1193,42,58,40,8,168,90
1194,65,82,10,0,3259,90
1195,62,80,30,0,3262,90
1196,62,40,10,0,3275,90
1197,60,85,30,0,3259,90
1198,58,75,20,0,3269,90
1199,55,80,10,407,567,90
1200,55,85,20,502,662,90
1201,52,75,10,0,3272,90
1202,45,70,30,0,3279,90
1203,62,69,10,0,3270,90
1204,60,66,10,1261,1421,90
1205,42,65,10,0,3284,90
1206,16,42,20,0,3274,90
1207,58,70,20,0,3273,90
1208,34,60,20,2887,3047,90
1209,28,70,10,2601,2761,90
1210,35,66,10,0,3283,90
1211,35,69,10,2698,2858,90
1212,25,85,20,0,3261,90
1213,22,75,30,2405,2565,90
1214,22,85,10,0,3260,90
1215,20,80,40,2216,2376,90
1216,20,85,40,0,3259,90
1217,18,75,20,0,3266,90
1218,15,75,20,0,3264,90
1219,15,80,10,0,3260,90
1220,30,50,10,0,3290,90
1221,30,56,20,0,3288,90
1222,28,52,20,0,3287,90
1223,14,66,10,1643,1803,90
1224,25,50,10,0,3285,90
1225,22,66,40,2504,2664,90
1226,8,62,10,0,3265,90
1227,23,52,10,0,3282,90
1228,4,55,20,0,3263,90
1229,20,50,10,0,3280,90
1230,20,55,10,0,3279,90
1231,10,35,20,0,3266,90
1232,10,40,30,0,3268,90
1233,8,40,40,0,3266,90
1234,8,45,20,0,3267,90
1235,5,35,10,0,3261,90
1236,5,45,10,0,3264,90
1237,2,40,20,0,3260,90
1238,0,40,30,1063,1223,90
1239,0,45,20,0,3259,90
1240,36,18,10,0,3267,90
1241,35,32,10,0,3281,90
1242,33,32,20,0,3280,90
1243,33,35,10,0,3283,90
1244,32,20,10,1913,2073,90
1245,30,30,10,0,3277,90
1246,34,25,30,0,3274,90
1247,30,35,10,0,3281,90
1248,36,40,10,0,3289,90
1249,48,20,10,0,3268,90
1250,26,32,10,0,3277,90
1251,25,30,10,0,3275,90
1252,25,35,10,0,3278,90
1253,44,5,20,1256,1416,90
1254,42,10,40,0,3259,90
1255,42,15,10,1065,1225,90
1256,40,5,30,0,3255,90
1257,38,15,40,0,3264,90
1258,38,5,30,1442,1602,90
1259,38,10,10,0,3259,90
1260,35,5,20,0,3254,90
1261,50,30,10,0,3277,90
1262,50,35,20,120,280,90
1263,50,40,50,0,3285,90
1264,48,30,10,0,3278,90
1265,44,25,10,0,3274,90
1266,47,35,10,0,3283,90
1267,47,40,10,12,172,90
1268,42,30,10,0,3279,90
1269,45,35,10,680,840,90
1270,95,30,30,0,3241,90
1271,95,35,20,0,3242,90
1272,53,30,10,0,3276,90
1273,92,30,10,0,3244,90
1274,53,35,50,213,373,90
1275,45,65,20,0,3284,90
1276,90,35,10,2131,2291,90
1277,72,45,10,2900,3060,90
1278,78,40,20,0,3260,90
1279,87,30,10,2608,2768,90
1280,85,25,10,0,3248,90
1281,85,35,30,0,3252,90
1282,75,55,20,0,3264,90
1283,72,55,10,0,3267,90
1284,70,58,20,1641,1801,90
1285,86,46,30,0,3253,90
1286,66,55,10,0,3273,90
1287,64,46,20,3097,3257,90
1288,65,60,30,0,3273,90
1289,56,64,10,0,3278,90
1290,60,55,10,0,3279,90
1291,60,60,10,0,3277,90
1292,67,85,20,694,854,90
1293,42,58,40,0,3291,90
1294,65,82,10,0,3259,90
1295,62,80,30,0,3262,90
1296,62,40,10,0,3275,90
1297,60,85,30,0,3259,90
1298,58,75,20,0,3269,90
1299,55,80,10,407,567,90
1300,55,85,20,502,662,90
1301,52,75,10,231,551,90
1302,45,70,30,133,453,90
1303,62,69,10,1087,1407,90
1304,60,66,10,1181,1501,90
1305,42,65,10,15,335,90
1306,16,42,20,417,737,90
1307,58,70,20,993,1313,90
1308,34,60,20,2807,3127,90
1309,28,70,10,2521,2841,90
1310,35,66,10,2711,3031,90
1311,35,69,10,2618,2938,90
1312,25,85,20,2039,2359,90
1313,22,75,30,2325,2645,90
1314,22,85,10,1946,2266,90
1315,20,80,40,2136,2456,90
1316,20,85,40,1854,2174,90
1317,18,75,20,2231,2551,90
1318,15,75,20,1662,1982,90
1319,15,80,10,1757,2077,90
1320,30,50,10,10,330,90
1321,30,56,20,2903,3223,90
1322,28,52,20,12,332,90
1323,14,66,10,1563,1883,90
1324,25,50,10,36,356,90
1325,22,66,40,2424,2744,90
1326,8,62,10,1465,1785,90
1327,23,52,10,129,449,90
1328,4,55,20,1367,1687,90
1329,20,50,10,318,638,90
1330,20,55,10,223,543,90
1331,10,35,20,701,1021,90
1332,10,40,30,513,833,90
1333,8,40,40,605,925,90
1334,8,45,20,1266,1586,90
1335,5,35,10,796,1116,90
1336,5,45,10,1173,1493,90
1337,2,40,20,891,1211,90
1338,0,40,30,983,1303,90
1339,0,45,20,1078,1398,90
1340,36,18,10,1739,2059,90
1341,35,32,10,2678,2998,90
1342,33,32,20,2586,2906,90
1343,33,35,10,2493,2813,90
1344,32,20,10,1833,2153,90
1345,30,30,10,2025,2345,90
1346,34,25,30,1929,2249,90
1347,30,35,10,2400,2720,90
1348,36,40,10,2776,3096,90
1349,48,20,10,887,1207,90
1350,26,32,10,2212,2532,90
1351,25,30,10,2120,2440,90
1352,25,35,10,2305,2625,90
1353,44,5,20,1176,1496,90
1354,42,10,40,1080,1400,90
1355,42,15,10,985,1305,90
1356,40,5,30,1270,1590,90
1357,38,15,40,1645,1965,90
1358,38,5,30,1362,1682,90
1359,38,10,10,1550,1870,90
1360,35,5,20,1455,1775,90
1361,50,30,10,321,641,90
1362,50,35,20,40,360,90
1363,50,40,50,14,334,90
1364,48,30,10,413,733,90
1365,44,25,10,791,1111,90
1366,47,35,10,508,828,90
1367,47,40,10,12,332,90
1368,42,30,10,696,1016,90
1369,45,35,10,600,920,90
1370,95,30,30,2241,2561,90
1371,95,35,20,2146,2466,90
1372,53,30,10,228,548,90
1373,92,30,10,2334,2654,90
1374,53,35,50,133,453,90
1375,45,65,20,38,358,90
1376,90,35,10,2051,2371,90
1377,72,45,10,2820,3140,90
1378,78,40,20,2722,3042,90
1379,87,30,10,2528,2848,90
1380,85,25,10,2433,2753,90
1381,85,35,30,2623,2943,90
1382,75,55,20,1845,2165,90
1383,72,55,10,1752,2072,90
1384,70,58,20,1561,1881,90
1385,86,46,30,1949,2269,90
1386,66,55,10,1656,1976,90
1387,64,46,20,2955,3275,90
1388,65,60,30,1466,1786,90
1389,56,64,10,1275,1595,90
1390,60,55,10,2959,3279,90
1391,60,60,10,1371,1691,90
1392,67,85,20,614,934,90
1393,42,58,40,8,328,90
1394,65,82,10,708,1028,90
1395,62,80,30,801,1121,90
1396,62,40,10,2921,3241,90
1397,60,85,30,517,837,90
1398,58,75,20,898,1218,90
1399,55,80,10,327,647,90
1400,55,85,20,422,742,90
1401,52,75,10,213,568,90
1402,45,70,30,22,563,90
1403,62,69,10,1030,1463,90
1404,60,66,10,1154,1527,90
1405,42,65,10,15,402,90
1406,16,42,20,331,822,90
1407,58,70,20,965,1340,90
1408,34,60,20,2653,3280,90
1409,28,70,10,2385,2976,90
1410,35,66,10,2628,3113,90
1411,35,69,10,2603,2952,90
1412,25,85,20,1985,2412,90
1413,22,75,30,2310,2659,90
1414,22,85,10,1846,2365,90
1415,20,80,40,2077,2514,90
1416,20,85,40,1763,2264,90
1417,18,75,20,2143,2638,90
1418,15,75,20,1560,2083,90
1419,15,80,10,1689,2144,90
1420,30,50,10,10,645,90
1421,30,56,20,2675,3288,90
1422,28,52,20,12,505,90
1423,14,66,10,1519,1926,90
1424,25,50,10,23,368,90
1425,22,66,40,2380,2787,90
1426,8,62,10,1330,1919,90
1427,23,52,10,93,484,90
1428,4,55,20,1268,1785,90
1429,20,50,10,168,787,90
1430,20,55,10,170,595,90
1431,10,35,20,585,1136,90
1432,10,40,30,448,897,90
1433,8,40,40,499,1030,90
1434,8,45,20,1190,1661,90
1435,5,35,10,666,1245,90
1436,5,45,10,1076,1589,90
1437,2,40,20,772,1329,90
1438,0,40,30,890,1395,90
1439,0,45,20,1036,1439,90
1440,36,18,10,1612,2185,90
1441,35,32,10,2599,3076,90
1442,33,32,20,2529,2962,90
1443,33,35,10,2463,2842,90
1444,32,20,10,1745,2240,90
1445,30,30,10,1932,2437,90
1446,34,25,30,1884,2293,90
1447,30,35,10,2348,2771,90
1448,36,40,10,2715,3156,90
1449,48,20,10,812,1281,90
1450,26,32,10,2018,2725,90
1451,25,30,10,2015,2544,90
1452,25,35,10,2201,2728,90
1453,44,5,20,1078,1593,90
1454,42,10,40,998,1481,90
1455,42,15,10,897,1392,90
1456,40,5,30,1199,1660,90
1457,38,15,40,1552,2057,90
1458,38,5,30,1263,1780,90
1459,38,10,10,1498,1921,90
1460,35,5,20,1325,1904,90
1461,50,30,10,223,738,90
1462,50,35,20,18,474,90
1463,50,40,50,14,360,90
1464,48,30,10,246,899,90
1465,44,25,10,704,1197,90
1466,47,35,10,393,942,90
1467,47,40,10,12,424,90
1468,42,30,10,641,1070,90
1469,45,35,10,534,985,90
1470,95,30,30,2119,2682,90
1471,95,35,20,2079,2532,90
1472,53,30,10,131,644,90
1473,92,30,10,2169,2818,90
1474,53,35,50,87,498,90
1475,45,65,20,15,607,90
1476,90,35,10,2002,2419,90
1477,72,45,10,2701,3258,90
1478,78,40,20,2599,3164,90
1479,87,30,10,2505,2870,90
1480,85,25,10,2369,2816,90
1481,85,35,30,2563,3002,90
1482,75,55,20,1783,2226,90
1483,72,55,10,1591,2232,90
1484,70,58,20,1513,1928,90
1485,86,46,30,1829,2388,90
1486,66,55,10,1604,2027,90
1487,64,46,20,2976,3275,90
1488,65,60,30,1338,1913,90
1489,56,64,10,1116,1753,90
1490,60,55,10,2789,3279,90
1491,60,60,10,1349,1712,90
1492,67,85,20,518,1029,90
1493,42,58,40,8,509,90
1494,65,82,10,549,1186,90
1495,62,80,30,744,1177,90
1496,62,40,10,2713,3275,90
1497,60,85,30,397,956,90
1498,58,75,20,839,1276,90
1499,55,80,10,272,701,90
1500,55,85,20,373,790,90
